month,state,permit,permit_recheck,handgun,long_gun,other_gun,multiple,other_sale_types,checks_combined
14-Jun,North Dakota,636,,1191,2114,37,62,184,4224
14-Jun,Ohio,0,,18471,13177,947,840,1832,35267
14-Jun,Oklahoma,0,,9705,7568,649,699,3176,21797
14-Jun,Oregon,39,,8731,7689,0,0,2,16461
14-Jun,Pennsylvania,16933,,33261,6077,0,0,25,56296
14-Jun,Puerto Rico,0,,930,204,16,19,19,1188
14-Jun,Rhode Island,0,,657,487,26,75,6,1251
14-Jun,South Carolina,7923,,5911,3745,260,215,1727,19781
14-Jun,South Dakota,2,,1794,2468,73,134,310,4781
14-Jun,Tennessee,7435,,14563,10004,0,663,0,32665
14-Jun,Texas,16019,,34426,27426,2067,1798,9397,91133
14-Jun,Utah,17714,,2182,2654,100,100,521,23271
14-Jun,Vermont,0,,867,787,48,32,2,1736
14-Jun,Virgin Islands,83,,19,2,0,1,0,105
14-Jun,Virginia,0,,14711,11017,623,0,0,26351
14-Jun,Washington,9081,,11690,8253,825,456,2342,32647
14-Jun,West Virginia,785,,4786,4290,148,305,2332,12646
14-Jun,Wisconsin,3528,,7922,7111,349,36,356,19302
14-Jun,Wyoming,801,,1503,1774,76,92,398,4644
14-May,Alabama,16215,,12872,8807,502,620,4095,43111
14-May,Alaska,274,,2990,3161,139,187,415,7166
14-May,Arizona,6529,,9112,6065,582,435,1843,24566
14-May,Arkansas,6299,,3931,3869,102,252,2617,17070
14-May,California,50964,,38192,26630,3879,0,996,120661
14-May,Colorado,5543,,13775,10818,693,863,5,31697
14-May,Connecticut,7632,,4837,1900,68,0,0,14437
14-May,Delaware,301,,1790,1671,61,56,17,3896
14-May,District of Columbia,0,,29,2,0,0,0,31
14-May,Florida,18764,,35254,17504,1756,1518,3331,78127
14-May,Georgia,12827,,10127,6051,301,404,3537,33247
14-May,Guam,0,,77,58,22,9,0,166
14-May,Hawaii,1155,,0,0,0,0,0,1155
14-May,Idaho,2327,,2436,3399,91,151,885,9289
14-May,Illinois,64832,,17848,9308,0,650,0,92638
14-May,Indiana,9559,,15395,9454,677,597,469,36151
14-May,Iowa,6278,,120,1659,19,6,83,8165
14-May,Kansas,1675,,4155,3779,213,259,814,10895
14-May,Kentucky,214214,,6668,5294,160,445,3829,230610
14-May,Louisiana,0,,9196,6921,429,511,2028,19085
14-May,Maine,0,,2546,2571,86,134,337,5674
14-May,Mariana Islands,0,,0,0,0,0,0,0
14-May,Maryland,1199,,2532,3877,69,15,221,7913
14-May,Massachusetts,6618,,4713,2294,293,166,3,14087
14-May,Michigan,14896,,8422,6988,299,160,344,31109
14-May,Minnesota,18283,,7285,7633,332,295,634,34462
14-May,Mississippi,582,,5337,3706,146,245,2490,12506
14-May,Missouri,3880,,14385,9810,590,749,2277,31691
14-May,Montana,956,,2516,3735,80,207,1436,8930
14-May,Nebraska,2534,,107,1323,12,1,97,4074
14-May,Nevada,1779,,3740,2535,217,259,420,8950
14-May,New Hampshire,3393,,3831,2802,61,1,31,10119
14-May,New Jersey,0,,4856,2871,181,0,0,7908
14-May,New Mexico,691,,4577,3520,270,251,926,10235
14-May,New York,6387,,8008,10682,444,111,257,25889
14-May,North Carolina,20461,,767,8557,394,216,4194,34589
14-May,North Dakota,815,,1496,2549,59,82,215,5216
14-May,Ohio,0,,21891,14553,1013,1030,2099,40586
14-May,Oklahoma,0,,9927,7324,684,768,3548,22251
14-May,Oregon,40,,9636,8199,0,0,0,17875
14-May,Pennsylvania,18372,,38001,6871,0,0,17,63261
14-May,Puerto Rico,0,,1084,232,5,28,29,1378
14-May,Rhode Island,0,,745,592,35,91,8,1471
14-May,South Carolina,8671,,6444,3875,310,220,1811,21331
14-May,South Dakota,5,,1992,2659,71,127,313,5167
14-May,Tennessee,7199,,15607,10039,0,722,0,33567
14-May,Texas,17072,,37264,29032,2209,2027,10210,97814
14-May,Utah,20462,,2454,2854,98,104,553,26525
14-May,Vermont,0,,977,1014,62,44,3,2100
14-May,Virgin Islands,82,,8,3,0,1,0,94
14-May,Virginia,0,,15597,11102,686,0,0,27385
14-May,Washington,12897,,12517,8554,907,471,2290,37636
14-May,West Virginia,911,,5563,4878,186,395,2749,14682
14-May,Wisconsin,4159,,9269,8182,415,50,418,22493
14-May,Wyoming,931,,1732,1972,68,112,372,5187
14-Apr,Alabama,17498,,13842,10285,571,628,3508,46332
14-Apr,Alaska,345,,3293,3805,246,204,412,8305
14-Apr,Arizona,5848,,10229,6786,644,493,1939,25939
14-Apr,Arkansas,4526,,4509,4705,137,270,2399,16546
14-Apr,California,58879,,40847,29602,4030,0,1090,134448
14-Apr,Colorado,6343,,14888,11741,793,847,3,34615
14-Apr,Connecticut,13030,,4885,2714,75,0,11,20715
14-Apr,Delaware,288,,1449,957,62,63,3,2822
14-Apr,District of Columbia,0,,29,5,0,2,0,36
14-Apr,Florida,31586,,37470,19213,1728,1476,2850,94323
14-Apr,Georgia,15172,,10794,6894,318,368,2987,36533
14-Apr,Guam,0,,107,64,31,7,0,209
14-Apr,Hawaii,1597,,0,0,0,0,0,1597
14-Apr,Idaho,3337,,2524,3506,103,136,816,10422
14-Apr,Illinois,72734,,21131,11333,0,726,0,105924
14-Apr,Indiana,12335,,16956,11235,801,571,501,42399
14-Apr,Iowa,7746,,183,2379,17,4,75,10404
14-Apr,Kansas,2032,,4961,4849,290,255,774,13161
14-Apr,Kentucky,255799,,7460,6916,148,439,3393,274155
14-Apr,Louisiana,0,,9614,7205,510,464,1863,19656
14-Apr,Maine,0,,3028,3280,117,151,314,6890
14-Apr,Mariana Islands,0,,0,2,0,0,0,2
14-Apr,Maryland,1804,,4065,4397,51,11,220,10548
14-Apr,Massachusetts,7412,,5277,2791,434,178,5,16097
14-Apr,Michigan,16595,,10199,8974,324,191,335,36618
14-Apr,Minnesota,23552,,9635,11501,422,371,586,46067
14-Apr,Mississippi,785,,5471,4232,177,284,2095,13044
14-Apr,Missouri,5066,,16394,13060,697,831,2235,38283
14-Apr,Montana,1312,,2846,4260,104,248,1286,10056
14-Apr,Nebraska,3488,,114,1530,20,4,84,5240
14-Apr,Nevada,1999,,4030,2969,223,205,393,9819
14-Apr,New Hampshire,4018,,4324,3113,93,3,41,11592
14-Apr,New Jersey,0,,5108,3208,156,0,0,8472
14-Apr,New Mexico,743,,4751,3793,258,211,864,10620
14-Apr,New York,19290,,8812,14214,682,159,276,43433
14-Apr,North Carolina,44082,,899,9966,496,157,3895,59495
14-Apr,North Dakota,881,,1931,3158,62,106,192,6330
14-Apr,Ohio,0,,26196,18183,1228,1161,1999,48767
14-Apr,Oklahoma,0,,11910,9474,827,786,3313,26310
14-Apr,Oregon,20,,10106,9347,0,0,2,19475
14-Apr,Pennsylvania,22034,,44546,7942,0,0,31,74553
14-Apr,Puerto Rico,0,,965,183,19,34,20,1221
14-Apr,Rhode Island,0,,846,664,46,98,13,1667
14-Apr,South Carolina,6671,,7753,4816,372,253,1756,21621
14-Apr,South Dakota,9,,2219,3235,89,177,325,6054
14-Apr,Tennessee,7903,,16972,11316,0,670,0,36861
14-Apr,Texas,18481,,38657,30379,2127,2072,9387,101103
14-Apr,Utah,23149,,2560,3154,110,134,480,29587
14-Apr,Vermont,0,,1485,1527,62,39,1,3114
14-Apr,Virgin Islands,77,,24,0,0,0,2,103
14-Apr,Virginia,0,,17184,13113,740,0,0,31037
14-Apr,Washington,18752,,13876,9961,1074,492,2291,46446
14-Apr,West Virginia,1150,,6345,6087,198,398,2524,16702
14-Apr,Wisconsin,5940,,12764,12744,510,39,378,32375
14-Apr,Wyoming,617,,2005,2209,77,112,488,5508
14-Mar,Alabama,21849,,17289,13141,691,762,3924,57656
14-Mar,Alaska,259,,2886,3330,209,181,406,7271
14-Mar,Arizona,3704,,12720,8253,629,593,2408,28307
14-Mar,Arkansas,4992,,6054,5924,135,421,2647,20173
14-Mar,California,52153,,45089,34352,4833,0,1233,137660
14-Mar,Colorado,4661,,18478,13652,766,985,5,38547
14-Mar,Connecticut,17496,,6563,12310,171,0,13,36553
14-Mar,Delaware,334,,1809,1219,70,90,12,3534
14-Mar,District of Columbia,0,,45,3,0,0,0,48
14-Mar,Florida,32405,,42745,23125,1819,1602,3139,104835
14-Mar,Georgia,16042,,15033,10064,364,571,3767,45841
14-Mar,Guam,0,,105,77,19,4,0,205
14-Mar,Hawaii,1333,,0,0,0,0,0,1333
14-Mar,Idaho,5538,,3166,4346,135,182,955,14322
14-Mar,Illinois,102752,,26637,15182,0,1025,1,145597
14-Mar,Indiana,12438,,23024,15040,1085,705,588,52880
14-Mar,Iowa,9748,,237,3580,22,6,93,13686
14-Mar,Kansas,2493,,6240,6138,291,369,879,16410
14-Mar,Kentucky,257321,,10541,8970,216,507,3393,280948
14-Mar,Louisiana,0,,12132,9994,553,589,2209,25477
14-Mar,Maine,0,,3478,3487,158,145,323,7591
14-Mar,Mariana Islands,0,,0,0,0,0,0,0
14-Mar,Maryland,2843,,8197,5712,70,9,240,17071
14-Mar,Massachusetts,9160,,6794,3607,406,204,5,20176
14-Mar,Michigan,16900,,13134,11534,431,257,380,42636
14-Mar,Minnesota,25822,,10604,12475,533,409,739,50582
14-Mar,Mississippi,758,,7582,6093,182,311,2408,17334
14-Mar,Missouri,5224,,20739,15823,876,905,2484,46051
14-Mar,Montana,1270,,3307,4683,110,248,1427,11045
14-Mar,Nebraska,4128,,121,2079,26,4,79,6437
14-Mar,Nevada,2428,,4727,3495,305,306,508,11769
14-Mar,New Hampshire,3631,,5060,3695,106,1,26,12519
14-Mar,New Jersey,0,,5486,4034,205,0,1,9726
14-Mar,New Mexico,715,,5928,5200,305,319,1083,13550
14-Mar,New York,7078,,9717,15665,913,158,288,33819
14-Mar,North Carolina,522188,,1054,13571,528,227,4410,541978
14-Mar,North Dakota,583,,1966,3397,78,107,198,6329
14-Mar,Ohio,0,,32656,21426,1535,1361,2266,59244
14-Mar,Oklahoma,0,,13697,11271,801,848,3470,30087
14-Mar,Oregon,106,,12411,11829,0,0,0,24346
14-Mar,Pennsylvania,25102,,57940,10351,0,0,9,93402
14-Mar,Puerto Rico,0,,1167,194,4,39,27,1431
14-Mar,Rhode Island,0,,1106,912,51,131,8,2208
14-Mar,South Carolina,9518,,10077,6225,451,282,1883,28436
14-Mar,South Dakota,8,,2857,4061,105,169,338,7538
14-Mar,Tennessee,7488,,19944,15014,0,898,0,43344
14-Mar,Texas,26007,,49169,38758,2453,2493,11430,130310
14-Mar,Utah,14828,,3322,3888,117,139,630,22924
14-Mar,Vermont,0,,1615,1563,71,55,1,3305
14-Mar,Virgin Islands,90,,17,1,0,0,0,108
14-Mar,Virginia,0,,23015,16781,904,0,0,40700
14-Mar,Washington,12531,,16516,12072,1185,544,2643,45491
14-Mar,West Virginia,1336,,8542,7716,269,463,2616,20942
14-Mar,Wisconsin,6122,,14797,15233,581,45,421,37199
14-Mar,Wyoming,523,,2267,2379,82,121,327,5699
14-Feb,Alabama,21593,,19710,14439,679,1087,6439,63947
14-Feb,Alaska,115,,2697,2652,173,184,532,6353
14-Feb,Arizona,3487,,13149,8294,631,749,3347,29657
14-Feb,Arkansas,3910,,7312,7375,127,662,5213,24599
14-Feb,California,36848,,39048,29728,4280,0,1437,111341
14-Feb,Colorado,4949,,17215,13037,661,1055,19,36936
14-Feb,Connecticut,12879,,5246,11351,149,0,15,29640
14-Feb,Delaware,326,,1660,1022,95,89,15,3207
14-Feb,District of Columbia,0,,25,2,0,1,0,28
14-Feb,Florida,20119,,46802,25174,1614,2008,5159,100876
14-Feb,Georgia,14467,,17171,10809,355,1041,6616,50459
14-Feb,Guam,0,,88,46,23,1,0,158
14-Feb,Hawaii,1222,,0,0,0,0,0,1222
14-Feb,Idaho,2266,,3263,4333,136,279,1545,11822
14-Feb,Illinois,78016,,23448,13449,0,990,0,115903
14-Feb,Indiana,12042,,22970,14166,904,772,1122,51976
14-Feb,Iowa,9818,,206,2939,27,7,170,13167
14-Feb,Kansas,1737,,7199,6496,313,521,1532,17798
14-Feb,Kentucky,227921,,13082,10425,214,1157,7038,259837
14-Feb,Louisiana,0,,13147,10479,467,698,3329,28120
14-Feb,Maine,0,,3221,3082,156,177,465,7101
14-Feb,Mariana Islands,0,,0,1,0,0,0,1
14-Feb,Maryland,2983,,10156,5446,47,12,355,18999
14-Feb,Massachusetts,7997,,5471,2679,346,161,8,16662
14-Feb,Michigan,12488,,11886,9984,352,242,497,35449
14-Feb,Minnesota,20865,,8845,9013,437,354,989,40503
14-Feb,Mississippi,808,,9222,6691,199,517,4368,21805
14-Feb,Missouri,4154,,21678,16291,825,1311,4415,48674
14-Feb,Montana,950,,2798,4003,117,337,2147,10352
14-Feb,Nebraska,3945,,113,2129,16,4,177,6384
14-Feb,Nevada,2261,,5089,3284,210,323,712,11879
14-Feb,New Hampshire,2718,,4270,3080,89,4,43,10204
14-Feb,New Jersey,0,,4327,3290,145,0,0,7762
14-Feb,New Mexico,586,,5979,4999,271,347,1677,13859
14-Feb,New York,4043,,8553,13614,731,149,227,27317
14-Feb,North Carolina,199748,,1082,15014,504,489,7830,224667
14-Feb,North Dakota,1291,,1910,2814,62,104,291,6472
14-Feb,Ohio,0,,32864,19732,1373,1707,3851,59527
14-Feb,Oklahoma,0,,15122,11260,740,1210,5569,33901
14-Feb,Oregon,38,,12334,10825,0,0,0,23197
14-Feb,Pennsylvania,19168,,47511,10231,0,0,6,76916
14-Feb,Puerto Rico,0,,1140,182,15,33,16,1386
14-Feb,Rhode Island,0,,996,718,31,141,11,1897
14-Feb,South Carolina,6641,,11484,6181,281,478,3375,28440
14-Feb,South Dakota,5,,3008,4013,92,217,562,7897
14-Feb,Tennessee,10826,,25694,17965,0,1199,0,55684
14-Feb,Texas,26564,,55417,41550,2271,3610,18381,147793
14-Feb,Utah,12811,,3584,3976,85,193,899,21548
14-Feb,Vermont,0,,1662,1337,68,61,4,3132
14-Feb,Virgin Islands,88,,17,3,0,0,0,108
14-Feb,Virginia,0,,24248,16694,1131,0,0,42073
14-Feb,Washington,10915,,15785,12011,1248,754,3686,44399
14-Feb,West Virginia,942,,8737,7936,241,863,4850,23569
14-Feb,Wisconsin,4910,,13860,11750,451,67,660,31698
14-Feb,Wyoming,508,,2187,2231,73,131,547,5677
14-Jan,Alabama,21881,,12371,12790,579,583,3934,52138
14-Jan,Alaska,169,,1994,2128,202,130,328,4951
14-Jan,Arizona,4382,,9833,7135,563,435,2110,24458
14-Jan,Arkansas,4330,,4337,5573,112,265,2541,17158
14-Jan,California,33962,,33834,27585,3822,0,851,100054
14-Jan,Colorado,6273,,14078,11498,678,784,17,33328
14-Jan,Connecticut,16334,,5330,6693,119,0,66,28542
14-Jan,Delaware,61,,1325,943,80,59,18,2486
14-Jan,District of Columbia,0,,48,3,0,1,0,52
14-Jan,Florida,16053,,37372,22370,1671,1519,3357,82342
14-Jan,Georgia,14232,,9861,8510,303,418,3303,36627
14-Jan,Guam,0,,91,52,30,0,0,173
14-Jan,Hawaii,1337,,0,0,0,0,0,1337
14-Jan,Idaho,1923,,2265,3193,113,144,894,8532
14-Jan,Illinois,89150,,20164,11190,0,784,0,121288
14-Jan,Indiana,11324,,14854,10418,908,525,491,38520
14-Jan,Iowa,10269,,214,2413,24,1,82,13003
14-Jan,Kansas,1706,,5257,5907,247,301,830,14248
14-Jan,Kentucky,240641,,7116,6657,200,439,3418,258471
14-Jan,Louisiana,0,,9395,10294,495,418,1982,22584
14-Jan,Maine,0,,2476,2616,122,138,321,5673
14-Jan,Mariana Islands,0,,0,0,0,0,0,0
14-Jan,Maryland,3090,,13512,4859,35,6,213,21715
14-Jan,Massachusetts,9297,,5374,2727,367,137,6,17908
14-Jan,Michigan,14010,,7388,7414,355,153,303,29623
14-Jan,Minnesota,18556,,7500,7101,430,322,619,34528
14-Jan,Mississippi,688,,5347,5946,166,257,2498,14902
14-Jan,Missouri,3987,,16170,12823,840,734,2349,36903
14-Jan,Montana,999,,2280,3252,75,217,1450,8273
14-Jan,Nebraska,3945,,93,1966,13,3,95,6115
14-Jan,Nevada,1994,,3683,2761,222,261,466,9387
14-Jan,New Hampshire,3182,,3767,2830,85,3,17,9884
14-Jan,New Jersey,0,,4461,3337,156,0,0,7954
14-Jan,New Mexico,443,,4256,3940,222,214,1108,10183
14-Jan,New York,4196,,8356,11964,704,137,194,25551
14-Jan,North Carolina,24661,,743,11645,457,209,4089,41804
14-Jan,North Dakota,1205,,1441,2621,62,86,179,5594
14-Jan,Ohio,0,,21851,14893,1266,963,1891,40864
14-Jan,Oklahoma,0,,11442,10339,763,762,3302,26608
14-Jan,Oregon,47,,10184,9273,0,0,0,19504
14-Jan,Pennsylvania,21228,,207,48368,153,0,7,69963
14-Jan,Puerto Rico,0,,1132,215,10,36,7,1400
14-Jan,Rhode Island,0,,802,676,21,141,6,1646
14-Jan,South Carolina,7415,,7312,5263,308,264,1794,22356
14-Jan,South Dakota,0,,2283,3302,79,141,296,6101
14-Jan,Tennessee,13942,,17208,13754,0,693,0,45597
14-Jan,Texas,39851,,39174,36808,2083,2019,10589,130524
14-Jan,Utah,15423,,2583,3106,117,105,574,21908
14-Jan,Vermont,0,,971,1067,53,45,2,2138
14-Jan,Virgin Islands,111,,18,2,0,0,0,131
14-Jan,Virginia,0,,16759,14172,716,0,0,31647
14-Jan,Washington,11997,,13899,10505,1085,556,2570,40612
14-Jan,West Virginia,770,,5748,5726,233,339,2534,15350
14-Jan,Wisconsin,4486,,9720,8491,472,42,357,23568
14-Jan,Wyoming,505,,1504,1816,87,82,365,4359
13-Dec,Alabama,21065,,20186,30523,738,926,3936,77374
13-Dec,Alaska,155,,3036,4064,193,205,298,7951
13-Dec,Arizona,3482,,13122,12723,632,574,1841,32374
13-Dec,Arkansas,2811,,6292,13463,123,333,2561,25583
13-Dec,California,32778,,34360,70609,68,0,707,138522
13-Dec,Colorado,3148,,18259,20072,807,975,7,43268
13-Dec,Connecticut,12013,,5120,4206,162,0,132,21633
13-Dec,Delaware,98,,1618,1871,97,53,15,3752
13-Dec,District of Columbia,0,,32,3,0,0,0,35
13-Dec,Florida,12672,,44668,38782,1742,1890,3006,102760
13-Dec,Georgia,12437,,16043,22996,347,649,3391,55863
13-Dec,Guam,0,,71,49,16,5,0,141
13-Dec,Hawaii,1401,,0,0,0,0,0,1401
13-Dec,Idaho,2236,,3677,6904,140,200,814,13971
13-Dec,Illinois,47020,,23671,19326,0,1060,0,91077
13-Dec,Indiana,9562,,20168,21557,841,778,453,53359
13-Dec,Iowa,6619,,217,5671,17,6,108,12638
13-Dec,Kansas,1816,,6785,11288,270,402,865,21426
13-Dec,Kentucky,197781,,11500,17782,251,599,3297,231210
13-Dec,Louisiana,0,,14000,25519,522,718,2065,42824
13-Dec,Maine,0,,2798,4518,114,146,236,7812
13-Dec,Mariana Islands,0,,0,2,0,0,0,2
13-Dec,Maryland,2582,,10340,8061,52,0,221,21256
13-Dec,Massachusetts,7829,,5005,3082,345,140,6,16407
13-Dec,Michigan,10790,,9884,16140,361,223,249,37647
13-Dec,Minnesota,16414,,8191,12738,452,335,549,38679
13-Dec,Mississippi,657,,8172,17156,192,429,2761,29367
13-Dec,Missouri,3323,,20002,24195,813,861,2029,51223
13-Dec,Montana,687,,3282,6369,81,228,1116,11763
13-Dec,Nebraska,3976,,157,4419,13,5,95,8665
13-Dec,Nevada,1928,,5141,4866,222,342,398,12897
13-Dec,New Hampshire,2431,,4472,3985,74,3,28,10993
13-Dec,New Jersey,0,,4332,4632,154,0,0,9118
13-Dec,New Mexico,717,,5833,6878,249,268,951,14896
13-Dec,New York,2828,,8013,20786,689,154,187,32657
13-Dec,North Carolina,24231,,1171,28667,472,221,4299,59061
13-Dec,North Dakota,482,,1823,4293,67,99,185,6949
13-Dec,Ohio,0,,31976,30852,1252,1345,1876,67301
13-Dec,Oklahoma,0,,14536,19621,811,1027,3181,39176
13-Dec,Oregon,44,,12103,14426,0,0,0,26573
13-Dec,Pennsylvania,18894,,20,68271,252,0,4,87441
13-Dec,Puerto Rico,0,,1032,218,11,42,2,1305
13-Dec,Rhode Island,0,,846,904,36,180,3,1969
13-Dec,South Carolina,4912,,10335,13522,411,344,1785,31309
13-Dec,South Dakota,1,,2749,5832,83,197,256,9118
13-Dec,Tennessee,9866,,24107,29742,0,1069,0,64784
13-Dec,Texas,15969,,56566,78068,2290,2861,10320,166074
13-Dec,Utah,11736,,4493,7958,126,163,502,24978
13-Dec,Vermont,0,,1140,1629,63,41,0,2873
13-Dec,Virgin Islands,58,,32,3,0,1,0,94
13-Dec,Virginia,0,,22960,27395,989,0,0,51344
13-Dec,Washington,9698,,17123,16363,1167,529,2118,46998
13-Dec,West Virginia,568,,9064,13497,297,468,2371,26265
13-Dec,Wisconsin,3929,,12457,14499,517,28,284,31714
13-Dec,Wyoming,582,,2439,3363,67,122,312,6885
13-Nov,Alabama,15409,,14646,22547,508,808,5295,59213
13-Nov,Alaska,253,,2472,3482,168,182,311,6868
13-Nov,Arizona,3580,,10029,10055,526,534,2115,26839
13-Nov,Arkansas,2971,,4547,12292,98,369,4116,24393
13-Nov,California,33427,,31163,43714,84,0,752,109140
13-Nov,Colorado,4029,,15843,16429,643,962,2,37908
13-Nov,Connecticut,13763,,4856,3780,78,0,53,22530
13-Nov,Delaware,80,,1335,1809,60,51,19,3354
13-Nov,District of Columbia,0,,29,5,0,1,0,35
13-Nov,Florida,11371,,37545,30492,1571,1622,3741,86342
13-Nov,Georgia,10446,,11071,16419,310,493,4320,43059
13-Nov,Guam,0,,55,33,11,4,0,103
13-Nov,Hawaii,1103,,0,0,0,0,0,1103
13-Nov,Idaho,1670,,2493,5285,82,182,991,10703
13-Nov,Illinois,51259,,20356,18330,0,923,0,90868
13-Nov,Indiana,11046,,17093,21064,744,723,856,51526
13-Nov,Iowa,6490,,196,5246,22,10,112,12076
13-Nov,Kansas,1338,,5534,10120,236,368,1074,18670
13-Nov,Kentucky,179357,,8074,15492,208,625,4940,208696
13-Nov,Louisiana,0,,9894,20151,426,608,2686,33765
13-Nov,Maine,0,,2363,5048,106,140,347,8004
13-Nov,Mariana Islands,0,,0,5,0,0,0,5
13-Nov,Maryland,2306,,7478,8311,45,2,271,18413
13-Nov,Massachusetts,9537,,4918,3583,301,162,5,18506
13-Nov,Michigan,12196,,8496,18252,257,208,587,39996
13-Nov,Minnesota,14604,,7482,14683,326,301,896,38292
13-Nov,Mississippi,595,,5937,14525,166,373,3705,25301
13-Nov,Missouri,3222,,15610,23535,617,904,3556,47444
13-Nov,Montana,699,,2506,5461,80,222,1580,10548
13-Nov,Nebraska,2946,,100,3706,11,2,103,6868
13-Nov,Nevada,1403,,4165,3962,199,303,471,10503
13-Nov,New Hampshire,2499,,3898,3930,53,1,16,10397
13-Nov,New Jersey,0,,4849,5050,132,0,0,10031
13-Nov,New Mexico,701,,4612,5718,210,261,1140,12642
13-Nov,New York,2131,,7289,22304,530,133,256,32643
13-Nov,North Carolina,21573,,858,21936,380,224,5301,50272
13-Nov,North Dakota,1289,,1499,4459,52,96,297,7692
13-Nov,Ohio,0,,26725,29854,962,1341,3029,61911
13-Nov,Oklahoma,0,,12481,17046,769,929,4651,35876
13-Nov,Oregon,61,,10276,12558,0,0,0,22895
13-Nov,Pennsylvania,18342,,25,70428,184,0,6,88985
13-Nov,Puerto Rico,0,,1218,235,10,24,1,1488
13-Nov,Rhode Island,0,,865,904,23,121,12,1925
13-Nov,South Carolina,4849,,7799,10468,310,295,2201,25922
13-Nov,South Dakota,1,,2111,5697,81,147,379,8416
13-Nov,Tennessee,8815,,19267,24267,0,929,0,53278
13-Nov,Texas,16185,,43195,57710,1701,2556,12564,133911
13-Nov,Utah,11516,,3132,6023,103,114,604,21492
13-Nov,Vermont,0,,999,1905,46,56,1,3007
13-Nov,Virgin Islands,74,,12,0,0,0,0,86
13-Nov,Virginia,0,,19170,24822,926,0,0,44918
13-Nov,Washington,8822,,13521,14411,901,536,2593,40784
13-Nov,West Virginia,400,,6087,13313,187,453,4479,24919
13-Nov,Wisconsin,4959,,10913,18644,389,30,769,35704
13-Nov,Wyoming,342,,1802,2772,66,108,404,5494
13-Oct,Alabama,18118,,12230,15479,461,740,4492,51520
13-Oct,Alaska,204,,3039,4016,220,252,591,8322
13-Oct,Arizona,4487,,8719,7750,483,485,2224,24148
13-Oct,Arkansas,2696,,3948,8699,73,362,3883,19661
13-Oct,California,45148,,30693,37814,132,0,808,114595
13-Oct,Colorado,5462,,13346,14105,548,901,9,34371
13-Oct,Connecticut,12550,,4324,3224,78,0,13,20189
13-Oct,Delaware,170,,1336,1326,67,78,12,2989
13-Oct,District of Columbia,0,,35,1,1,0,0,37
13-Oct,Florida,15620,,34006,23276,1372,1489,3521,79284
13-Oct,Georgia,11367,,9429,12015,217,509,4495,38032
13-Oct,Guam,0,,66,51,6,3,1,127
13-Oct,Hawaii,1325,,0,0,0,0,0,1325
13-Oct,Idaho,2091,,2190,4920,78,163,1252,10694
13-Oct,Illinois,69461,,17090,14128,0,737,0,101416
13-Oct,Indiana,12492,,14671,14624,620,570,673,43650
13-Oct,Iowa,7659,,212,3696,24,6,120,11717
13-Oct,Kansas,1428,,4983,7034,203,322,1068,15038
13-Oct,Kentucky,182023,,6821,10102,146,580,4633,204305
13-Oct,Louisiana,0,,8904,15354,397,560,2979,28194
13-Oct,Maine,0,,2664,6369,88,178,408,9707
13-Oct,Mariana Islands,0,,0,2,0,0,0,2
13-Oct,Maryland,775,,13453,5973,81,6,238,20526
13-Oct,Massachusetts,11426,,4844,3209,270,135,7,19891
13-Oct,Michigan,17310,,8034,14119,251,205,401,40320
13-Oct,Minnesota,16477,,7769,17272,328,304,1028,43178
13-Oct,Mississippi,611,,5495,8248,154,360,3160,18028
13-Oct,Missouri,3818,,15300,18695,517,935,3215,42480
13-Oct,Montana,1092,,2378,6121,85,235,2127,12038
13-Oct,Nebraska,3499,,74,2782,19,6,137,6517
13-Oct,Nevada,1682,,3873,3221,195,277,552,9800
13-Oct,New Hampshire,3380,,3877,3981,45,5,30,11318
13-Oct,New Jersey,0,,5067,4084,190,0,0,9341
13-Oct,New Mexico,844,,4658,4803,230,238,1245,12018
13-Oct,New York,1748,,7890,19394,516,141,713,30402
13-Oct,North Carolina,18592,,737,15688,322,220,5291,40850
13-Oct,North Dakota,1243,,1406,5451,54,93,264,8511
13-Oct,Ohio,0,,23348,20561,847,1091,2569,48416
13-Oct,Oklahoma,0,,9902,11757,536,823,4250,27268
13-Oct,Oregon,19,,9127,10336,0,0,2,19484
13-Oct,Pennsylvania,20253,,16,58745,186,0,5,79205
13-Oct,Puerto Rico,0,,1160,275,14,34,8,1491
13-Oct,Rhode Island,0,,863,837,23,132,7,1862
