month,state,permit,permit_recheck,handgun,long_gun,other_gun,multiple,other_sale_types,checks_combined
01-Mar,Puerto Rico,0,,398,81,,14,0,493
01-Mar,Rhode Island,0,,383,317,,79,0,779
01-Mar,South Carolina,1516,,4274,4974,,95,0,10859
01-Mar,South Dakota,0,,725,2303,,38,0,3066
01-Mar,Tennessee,0,,9914,10636,,327,1,20878
01-Mar,Texas,9577,,17463,25029,,913,2,52984
01-Mar,Utah,0,,1703,3509,,83,0,5295
01-Mar,Vermont,0,,543,1184,,23,0,1750
01-Mar,Virgin Islands,0,,0,0,,0,0,0
01-Mar,Virginia,0,,6864,8628,,153,0,15645
01-Mar,Washington,3091,,3655,6355,,168,9,13278
01-Mar,West Virginia,0,,3791,7310,,205,0,11306
01-Mar,Wisconsin,0,,4285,13691,,12,0,17988
01-Mar,Wyoming,199,,872,1599,,43,0,2713
01-Feb,Alabama,0,,8560,9923,,345,0,18828
01-Feb,Alaska,0,,887,1379,,77,0,2343
01-Feb,Arizona,1154,,5978,5276,,280,12,12700
01-Feb,Arkansas,602,,4932,9072,,310,0,14916
01-Feb,California,21222,,16549,21133,,0,0,58904
01-Feb,Colorado,0,,9704,13117,,865,0,23686
01-Feb,Connecticut,6485,,0,0,,0,0,6485
01-Feb,Delaware,0,,433,632,,12,0,1077
01-Feb,District of Columbia,0,,1,0,,0,0,1
01-Feb,Florida,0,,11178,9795,,423,988,22384
01-Feb,Georgia,2857,,8465,9546,,287,7026,28181
01-Feb,Guam,0,,10,11,,0,0,21
01-Feb,Hawaii,587,,0,0,,0,0,587
01-Feb,Idaho,0,,1585,3489,,114,614,5802
01-Feb,Illinois,21642,,5512,6991,,177,0,34322
01-Feb,Indiana,5777,,3024,4593,,8,0,13402
01-Feb,Iowa,4338,,23,2719,,3,17,7100
01-Feb,Kansas,0,,2642,4583,,167,0,7392
01-Feb,Kentucky,0,,8668,11800,,487,0,20955
01-Feb,Louisiana,0,,6178,6507,,245,0,12930
01-Feb,Maine,0,,879,1690,,64,0,2633
01-Feb,Mariana Islands,0,,0,0,,0,0,0
01-Feb,Maryland,2560,,112,3670,,9,0,6351
01-Feb,Massachusetts,2771,,1225,900,,38,130,5064
01-Feb,Michigan,12875,,145,11727,,5,0,24752
01-Feb,Minnesota,3217,,2260,6303,,75,0,11855
01-Feb,Mississippi,0,,6188,7688,,236,0,14112
01-Feb,Missouri,0,,3345,12460,,131,0,15936
01-Feb,Montana,2,,1492,3456,,124,2,5076
01-Feb,Nebraska,1222,,25,1659,,0,0,2906
01-Feb,Nevada,0,,1923,1816,,129,0,3868
01-Feb,New Hampshire,31,,1199,1490,,20,0,2740
01-Feb,New Jersey,0,,1112,1750,,34,1,2897
01-Feb,New Mexico,0,,2788,4575,,174,0,7537
01-Feb,New York,4185,,749,6536,,8,27,11505
01-Feb,North Carolina,9617,,1706,12905,,165,0,24393
01-Feb,North Dakota,159,,398,1318,,18,0,1893
01-Feb,Ohio,0,,9438,12781,,491,0,22710
01-Feb,Oklahoma,0,,5316,8934,,383,0,14633
01-Feb,Oregon,25,,3786,6475,,255,0,10541
01-Feb,Pennsylvania,386,,0,35432,,410,0,36228
01-Feb,Puerto Rico,0,,353,79,,7,0,439
01-Feb,Rhode Island,0,,342,347,,86,0,775
01-Feb,South Carolina,1740,,5077,4972,,123,0,11912
01-Feb,South Dakota,0,,565,1767,,27,0,2359
01-Feb,Tennessee,0,,9584,9726,,372,0,19682
01-Feb,Texas,5555,,18089,26287,,1083,3,51017
01-Feb,Utah,0,,1822,3663,,89,0,5574
01-Feb,Vermont,0,,530,913,,17,0,1460
01-Feb,Virgin Islands,0,,0,0,,0,0,0
01-Feb,Virginia,0,,6856,8204,,138,0,15198
01-Feb,Washington,2082,,3447,5796,,189,22,11536
01-Feb,West Virginia,0,,3556,7064,,222,2,10844
01-Feb,Wisconsin,0,,3461,9842,,9,0,13312
01-Feb,Wyoming,128,,834,1574,,62,0,2598
01-Jan,Alabama,0,,7541,9904,,288,0,17733
01-Jan,Alaska,0,,853,1494,,61,1,2409
01-Jan,Arizona,761,,5113,4802,,227,376,11279
01-Jan,Arkansas,578,,3701,8153,,237,0,12669
01-Jan,California,14828,,21812,24292,,0,3,60935
01-Jan,Colorado,0,,10068,12723,,861,2,23654
01-Jan,Connecticut,7113,,1,0,,0,4,7118
01-Jan,Delaware,0,,415,665,,16,0,1096
01-Jan,District of Columbia,0,,0,0,,0,0,0
01-Jan,Florida,0,,11227,10396,,395,1146,23164
01-Jan,Georgia,3255,,7091,9129,,227,6331,26033
01-Jan,Guam,0,,8,20,,0,0,28
01-Jan,Hawaii,684,,0,0,,0,0,684
01-Jan,Idaho,0,,1425,2970,,118,882,5395
01-Jan,Illinois,24377,,4933,6521,,169,0,36000
01-Jan,Indiana,6686,,2231,4029,,5,0,12951
01-Jan,Iowa,6161,,45,2523,,3,15,8747
01-Jan,Kansas,0,,2736,4853,,171,0,7760
01-Jan,Kentucky,0,,7413,9993,,414,0,17820
01-Jan,Louisiana,0,,4899,7023,,209,0,12131
01-Jan,Maine,0,,931,1603,,53,0,2587
01-Jan,Mariana Islands,0,,17,0,,3,0,20
01-Jan,Maryland,2328,,144,3098,,9,0,5579
01-Jan,Massachusetts,2882,,1270,952,,35,154,5293
01-Jan,Michigan,14083,,102,9686,,2,0,23873
01-Jan,Minnesota,3167,,2259,5555,,82,0,11063
01-Jan,Mississippi,0,,4573,6707,,171,0,11451
01-Jan,Missouri,0,,3142,10880,,101,0,14123
01-Jan,Montana,3,,1242,2996,,101,0,4342
01-Jan,Nebraska,1409,,32,1779,,1,0,3221
01-Jan,Nevada,0,,1872,1723,,79,1,3675
01-Jan,New Hampshire,41,,1209,1580,,28,0,2858
01-Jan,New Jersey,0,,1204,1948,,35,0,3187
01-Jan,New Mexico,0,,2237,3893,,124,0,6254
01-Jan,New York,4769,,677,5845,,4,34,11329
01-Jan,North Carolina,9273,,1400,12563,,98,0,23334
01-Jan,North Dakota,213,,399,1299,,18,0,1929
01-Jan,Ohio,0,,8170,11130,,519,0,19819
01-Jan,Oklahoma,0,,4471,7983,,303,0,12757
01-Jan,Oregon,76,,3737,5566,,183,0,9562
01-Jan,Pennsylvania,371,,0,33380,,450,1,34202
01-Jan,Puerto Rico,0,,317,80,,5,0,402
01-Jan,Rhode Island,0,,368,327,,73,0,768
01-Jan,South Carolina,1490,,4221,4694,,102,0,10507
01-Jan,South Dakota,0,,541,1747,,18,0,2306
01-Jan,Tennessee,1,,8239,8992,,315,1,17548
01-Jan,Texas,7076,,16863,26684,,857,12,51492
01-Jan,Utah,0,,1385,3202,,50,0,4637
01-Jan,Vermont,0,,385,636,,9,0,1030
01-Jan,Virgin Islands,0,,0,0,,0,0,0
01-Jan,Virginia,0,,5903,7776,,114,0,13793
01-Jan,Washington,3076,,3222,5201,,177,27,11703
01-Jan,West Virginia,0,,3077,5905,,185,0,9167
01-Jan,Wisconsin,0,,3239,6800,,4,0,10043
01-Jan,Wyoming,205,,754,1433,,64,0,2456
Dec-00,Alabama,0,,8303,25733,,326,0,34362
Dec-00,Alaska,0,,1098,2791,,71,0,3960
Dec-00,Arizona,364,,6109,8666,,263,527,15929
Dec-00,Arkansas,258,,3657,15822,,199,0,19936
Dec-00,California,6241,,53977,38075,,0,0,98293
Dec-00,Colorado,0,,12467,24437,,859,3,37766
Dec-00,Connecticut,7309,,0,0,,0,1,7310
Dec-00,Delaware,0,,456,1726,,23,0,2205
Dec-00,District of Columbia,0,,0,0,,0,0,0
Dec-00,Florida,0,,11695,21628,,447,1140,34910
Dec-00,Georgia,2714,,9180,25379,,307,12013,49593
Dec-00,Guam,0,,11,21,,5,0,37
Dec-00,Hawaii,468,,0,0,,0,0,468
Dec-00,Idaho,0,,1804,5516,,102,654,8076
Dec-00,Illinois,23309,,5030,11213,,172,0,39724
Dec-00,Indiana,7263,,2032,9682,,2,0,18979
Dec-00,Iowa,4677,,20,5984,,0,13,10694
Dec-00,Kansas,0,,2809,9950,,173,0,12932
Dec-00,Kentucky,0,,8761,20686,,405,0,29852
Dec-00,Louisiana,0,,5416,19712,,219,0,25347
Dec-00,Maine,0,,964,3304,,48,0,4316
Dec-00,Mariana Islands,0,,0,0,,0,0,0
Dec-00,Maryland,2164,,131,6071,,8,0,8374
Dec-00,Massachusetts,2726,,1185,1250,,29,204,5394
Dec-00,Michigan,8835,,86,20467,,3,0,29391
Dec-00,Minnesota,2412,,2319,9585,,72,0,14388
Dec-00,Mississippi,0,,5137,18867,,202,0,24206
Dec-00,Missouri,0,,3088,20402,,109,0,23599
Dec-00,Montana,1,,1678,5120,,79,0,6878
Dec-00,Nebraska,1308,,57,4554,,5,0,5924
Dec-00,Nevada,0,,2265,3483,,130,0,5878
Dec-00,New Hampshire,33,,1362,2569,,14,0,3978
Dec-00,New Jersey,0,,1089,2619,,48,0,3756
Dec-00,New Mexico,0,,2623,6511,,122,0,9256
Dec-00,New York,4850,,664,11546,,0,29,17089
Dec-00,North Carolina,8116,,1278,29093,,82,0,38569
Dec-00,North Dakota,102,,408,2163,,15,0,2688
Dec-00,Ohio,0,,9536,22917,,528,0,32981
Dec-00,Oklahoma,0,,4197,15070,,315,0,19582
Dec-00,Oregon,80,,4645,10731,,202,0,15658
Dec-00,Pennsylvania,300,,0,44640,,668,0,45608
Dec-00,Puerto Rico,0,,372,99,,7,0,478
Dec-00,Rhode Island,0,,299,473,,69,0,841
Dec-00,South Carolina,770,,4695,13014,,94,0,18573
Dec-00,South Dakota,0,,670,3257,,31,0,3958
Dec-00,Tennessee,0,,10037,22944,,334,1,33316
Dec-00,Texas,4325,,18413,59403,,981,11,83133
Dec-00,Utah,0,,2292,8250,,85,0,10627
Dec-00,Vermont,0,,454,1258,,4,0,1716
Dec-00,Virgin Islands,0,,0,0,,0,0,0
Dec-00,Virginia,0,,7026,17109,,213,0,24348
Dec-00,Washington,2058,,3165,9305,,129,7,14664
Dec-00,West Virginia,0,,3818,10397,,156,0,14371
Dec-00,Wisconsin,0,,3256,12575,,7,0,15838
Dec-00,Wyoming,141,,965,2751,,50,0,3907
Nov-00,Alabama,0,,6654,20239,,306,0,27199
Nov-00,Alaska,0,,944,1931,,51,0,2926
Nov-00,Arizona,569,,4547,5576,,230,480,11402
Nov-00,Arkansas,483,,3170,18139,,215,0,22007
Nov-00,California,8283,,37564,28987,,0,0,74834
Nov-00,Colorado,0,,9945,18937,,622,8,29512
Nov-00,Connecticut,7358,,0,0,,0,2,7360
Nov-00,Delaware,0,,398,1592,,12,0,2002
Nov-00,District of Columbia,0,,3,0,,0,0,3
Nov-00,Florida,0,,9857,15023,,424,906,26210
Nov-00,Georgia,2641,,6062,16739,,245,8789,34476
Nov-00,Guam,0,,10,14,,0,0,24
Nov-00,Hawaii,539,,0,0,,0,0,539
Nov-00,Idaho,0,,1399,4112,,82,779,6372
Nov-00,Illinois,26091,,4644,11453,,190,0,42378
Nov-00,Indiana,8726,,1816,10652,,7,0,21201
Nov-00,Iowa,4233,,45,7001,,4,15,11298
Nov-00,Kansas,0,,2259,9748,,169,0,12176
Nov-00,Kentucky,0,,6552,18609,,378,0,25539
Nov-00,Louisiana,0,,4504,16619,,198,0,21321
Nov-00,Maine,0,,918,3383,,42,0,4343
Nov-00,Mariana Islands,0,,4,0,,0,0,4
Nov-00,Maryland,2414,,138,7056,,12,0,9620
Nov-00,Massachusetts,3369,,1032,1396,,30,190,6017
Nov-00,Michigan,9174,,79,25886,,8,0,35147
Nov-00,Minnesota,2629,,1965,10357,,76,0,15027
Nov-00,Mississippi,0,,4030,17350,,215,0,21595
Nov-00,Missouri,0,,3102,19526,,97,0,22725
Nov-00,Montana,0,,1100,3969,,69,0,5138
Nov-00,Nebraska,1355,,29,4285,,2,0,5671
Nov-00,Nevada,0,,1720,2024,,101,0,3845
Nov-00,New Hampshire,60,,1249,2848,,23,0,4180
Nov-00,New Jersey,0,,1150,2911,,49,0,4110
Nov-00,New Mexico,0,,2051,5014,,108,0,7173
Nov-00,New York,4644,,746,14052,,10,23,19475
Nov-00,North Carolina,7505,,1318,22587,,110,0,31520
Nov-00,North Dakota,115,,315,2393,,26,0,2849
Nov-00,Ohio,0,,8048,26300,,542,0,34890
Nov-00,Oklahoma,0,,3461,13826,,276,0,17563
Nov-00,Oregon,0,,4111,7054,,167,0,11332
Nov-00,Pennsylvania,337,,0,53376,,376,0,54089
Nov-00,Puerto Rico,0,,316,67,,5,0,388
Nov-00,Rhode Island,0,,369,502,,86,0,957
Nov-00,South Carolina,609,,3895,9241,,82,0,13827
Nov-00,South Dakota,0,,381,3311,,25,0,3717
Nov-00,Tennessee,0,,8161,18095,,311,0,26567
Nov-00,Texas,7221,,14616,44315,,837,7,66996
Nov-00,Utah,0,,1311,4480,,57,0,5848
Nov-00,Vermont,0,,394,1769,,18,0,2181
Nov-00,Virgin Islands,0,,0,0,,0,0,0
Nov-00,Virginia,0,,5577,15558,,135,0,21270
Nov-00,Washington,2229,,2785,6580,,137,10,11741
Nov-00,West Virginia,0,,2715,13705,,171,0,16591
Nov-00,Wisconsin,0,,3341,17298,,8,0,20647
Nov-00,Wyoming,177,,610,1896,,42,0,2725
Oct-00,Alabama,0,,6200,13169,,278,0,19647
Oct-00,Alaska,0,,1541,3417,,178,0,5136
Oct-00,Arizona,507,,4580,6294,,284,624,12289
Oct-00,Arkansas,394,,3170,13381,,229,0,17174
Oct-00,California,10529,,26412,25647,,0,0,62588
Oct-00,Colorado,0,,8974,20424,,816,10,30224
Oct-00,Connecticut,7838,,0,0,,0,0,7838
Oct-00,Delaware,0,,404,1196,,12,0,1612
Oct-00,District of Columbia,0,,0,0,,0,0,0
Oct-00,Florida,0,,9923,12411,,383,1171,23888
Oct-00,Georgia,2844,,6004,15314,,323,9173,33658
Oct-00,Guam,0,,9,17,,0,0,26
Oct-00,Hawaii,630,,0,0,,0,0,630
Oct-00,Idaho,0,,1348,5409,,88,761,7606
Oct-00,Illinois,29443,,4577,9617,,204,0,43841
Oct-00,Indiana,9058,,1906,7059,,3,0,18026
Oct-00,Iowa,4331,,36,6225,,3,25,10620
Oct-00,Kansas,0,,2409,7936,,171,0,10516
Oct-00,Kentucky,0,,6572,14428,,371,0,21371
Oct-00,Louisiana,0,,4266,14967,,201,0,19434
Oct-00,Maine,0,,1072,6425,,72,0,7569
Oct-00,Mariana Islands,0,,0,0,,0,0,0
Oct-00,Maryland,3144,,163,5146,,8,0,8461
Oct-00,Massachusetts,3587,,1105,1390,,35,217,6334
Oct-00,Michigan,10519,,79,23225,,8,0,33831
Oct-00,Minnesota,3057,,2340,20310,,86,0,25793
Oct-00,Mississippi,0,,3915,11218,,153,0,15286
Oct-00,Missouri,0,,2745,18284,,179,0,21208
Oct-00,Montana,0,,1415,7439,,118,0,8972
Oct-00,Nebraska,1637,,29,4802,,2,0,6470
Oct-00,Nevada,0,,1711,2186,,94,0,3991
Oct-00,New Hampshire,77,,1199,3299,,10,0,4585
Oct-00,New Jersey,0,,1082,2139,,55,2,3278
Oct-00,New Mexico,0,,2388,5979,,142,0,8509
Oct-00,New York,5057,,880,13632,,15,36,19620
Oct-00,North Carolina,7565,,1381,17797,,105,0,26848
Oct-00,North Dakota,158,,349,4210,,25,0,4742
Oct-00,Ohio,0,,7568,17066,,401,0,25035
Oct-00,Oklahoma,0,,3846,10675,,299,0,14820
Oct-00,Oregon,0,,3515,7718,,194,0,11427
Oct-00,Pennsylvania,371,,0,47193,,913,0,48477
Oct-00,Puerto Rico,0,,356,94,,8,0,458
Oct-00,Rhode Island,0,,328,471,,68,0,867
Oct-00,South Carolina,735,,3246,7432,,84,0,11497
Oct-00,South Dakota,0,,477,5680,,30,0,6187
Oct-00,Tennessee,0,,7582,12200,,296,1,20079
Oct-00,Texas,6525,,14514,40940,,870,23,62872
Oct-00,Utah,0,,1175,5285,,62,0,6522
Oct-00,Vermont,0,,503,2165,,20,0,2688
Oct-00,Virgin Islands,0,,0,0,,0,0,0
Oct-00,Virginia,0,,5391,11906,,160,0,17457
Oct-00,Washington,2591,,2887,9149,,161,4,14792
Oct-00,West Virginia,0,,2624,10840,,186,0,13650
Oct-00,Wisconsin,0,,3826,20900,,10,0,24736
Oct-00,Wyoming,168,,647,2322,,41,0,3178
Sep-00,Alabama,0,,6534,13085,,266,0,19885
Sep-00,Alaska,0,,916,2559,,78,0,3553
Sep-00,Arizona,419,,4925,6147,,233,554,12278
Sep-00,Arkansas,608,,3118,11807,,199,0,15732
Sep-00,California,12099,,22518,25220,,0,0,59837
Sep-00,Colorado,0,,9586,18542,,833,13,28974
Sep-00,Connecticut,6700,,0,0,,0,2,6702
Sep-00,Delaware,0,,307,957,,11,0,1275
Sep-00,District of Columbia,0,,0,0,,0,0,0
Sep-00,Florida,0,,9485,10130,,373,1013,21001
Sep-00,Georgia,2919,,6280,12368,,251,8167,29985
Sep-00,Guam,0,,12,11,,0,0,23
Sep-00,Hawaii,726,,0,0,,0,0,726
Sep-00,Idaho,0,,1618,6046,,110,784,8558
Sep-00,Illinois,25235,,4206,8321,,163,0,37925
Sep-00,Indiana,9213,,1635,5809,,4,0,16661
Sep-00,Iowa,2966,,44,4671,,1,10,7692
Sep-00,Kansas,0,,2010,5824,,174,0,8008
Sep-00,Kentucky,0,,6500,13208,,400,0,20108
Sep-00,Louisiana,0,,4733,12818,,250,0,17801
Sep-00,Maine,0,,1078,4665,,71,0,5814
Sep-00,Mariana Islands,0,,7,0,,0,0,7
Sep-00,Maryland,3173,,135,4575,,9,0,7892
Sep-00,Massachusetts,2966,,999,1054,,22,212,5253
Sep-00,Michigan,9453,,74,23416,,3,0,32946
Sep-00,Minnesota,2652,,2358,20774,,160,0,25944
Sep-00,Mississippi,0,,4209,9669,,171,0,14049
Sep-00,Missouri,0,,2441,13584,,112,0,16137
Sep-00,Montana,0,,1509,6283,,121,3,7916
Sep-00,Nebraska,1221,,24,2986,,3,0,4234
Sep-00,Nevada,0,,1877,2326,,100,0,4303
Sep-00,New Hampshire,59,,1219,2919,,20,0,4217
Sep-00,New Jersey,0,,1102,1854,,56,2,3014
Sep-00,New Mexico,0,,2269,4861,,138,0,7268
Sep-00,New York,4847,,775,11623,,12,50,17307
Sep-00,North Carolina,6494,,1404,15660,,103,0,23661
Sep-00,North Dakota,192,,367,3651,,26,0,4236
Sep-00,Ohio,0,,7361,16241,,513,0,24115
Sep-00,Oklahoma,0,,3712,9086,,282,0,13080
Sep-00,Oregon,0,,4050,10969,,209,0,15228
Sep-00,Pennsylvania,281,,0,40956,,635,0,41872
Sep-00,Puerto Rico,0,,353,130,,4,0,487
Sep-00,Rhode Island,0,,308,371,,75,0,754
Sep-00,South Carolina,540,,3438,7245,,106,0,11329
Sep-00,South Dakota,0,,472,4191,,32,0,4695
Sep-00,Tennessee,0,,7237,11546,,304,0,19087
Sep-00,Texas,6590,,14335,43313,,872,0,65110
Sep-00,Utah,0,,1395,5562,,62,0,7019
Sep-00,Vermont,0,,459,1754,,18,0,2231
Sep-00,Virgin Islands,0,,0,0,,0,0,0
Sep-00,Virginia,0,,5562,10679,,156,0,16397
Sep-00,Washington,1894,,2777,8836,,156,22,13685
Sep-00,West Virginia,0,,2941,8915,,202,0,12058
Sep-00,Wisconsin,0,,3349,18870,,20,0,22239
Sep-00,Wyoming,213,,757,2829,,39,0,3838
Aug-00,Alabama,1,,6497,9632,,274,0,16404
Aug-00,Alaska,0,,977,2790,,75,0,3842
Aug-00,Arizona,625,,4891,5814,,241,555,12126
Aug-00,Arkansas,495,,3389,8628,,222,0,12734
Aug-00,California,12923,,23875,26926,,0,0,63724
Aug-00,Colorado,0,,9672,15215,,677,18,25582
Aug-00,Connecticut,7379,,0,0,,0,0,7379
Aug-00,Delaware,0,,322,708,,12,0,1042
Aug-00,District of Columbia,0,,1,0,,0,0,1
Aug-00,Florida,0,,10226,8969,,380,1521,21096
Aug-00,Georgia,2937,,6128,9790,,213,7334,26402
Aug-00,Guam,0,,5,17,,0,0,22
Aug-00,Hawaii,651,,0,0,,0,0,651
Aug-00,Idaho,0,,1584,3865,,111,533,6093
Aug-00,Illinois,30077,,4340,7723,,167,0,42307
Aug-00,Indiana,7373,,1771,5006,,4,0,14154
Aug-00,Iowa,2749,,40,2850,,2,19,5660
Aug-00,Kansas,0,,1954,4701,,121,0,6776
Aug-00,Kentucky,0,,6486,11171,,392,0,18049
Aug-00,Louisiana,0,,4525,9029,,184,0,13738
Aug-00,Maine,0,,986,2613,,52,0,3651
Aug-00,Mariana Islands,0,,0,0,,0,0,0
Aug-00,Maryland,2900,,155,3376,,10,0,6441
Aug-00,Massachusetts,3928,,1151,831,,22,246,6178
Aug-00,Michigan,9145,,75,12962,,5,0,22187
Aug-00,Minnesota,2808,,2354,11873,,94,0,17129
Aug-00,Mississippi,0,,4325,8527,,186,0,13038
Aug-00,Missouri,0,,2557,11254,,96,0,13907
Aug-00,Montana,0,,1437,4021,,102,1,5561
Aug-00,Nebraska,1102,,18,2075,,2,0,3197
Aug-00,Nevada,0,,1756,1877,,105,0,3738
Aug-00,New Hampshire,51,,1248,1950,,17,0,3266
Aug-00,New Jersey,0,,1229,1778,,42,0,3049
Aug-00,New Mexico,0,,2361,4207,,110,0,6678
Aug-00,New York,5179,,661,7313,,9,26,13188
Aug-00,North Carolina,8064,,1388,14075,,114,0,23641
Aug-00,North Dakota,190,,357,2366,,18,0,2931
Aug-00,Ohio,0,,7206,13268,,413,0,20887
Aug-00,Oklahoma,0,,3720,7646,,269,0,11635
Aug-00,Oregon,0,,3685,6407,,152,0,10244
Aug-00,Pennsylvania,299,,0,33938,,762,0,34999
Aug-00,Puerto Rico,0,,374,163,,9,0,546
Aug-00,Rhode Island,0,,298,326,,75,0,699
Aug-00,South Carolina,691,,3859,6844,,97,0,11491
Aug-00,South Dakota,0,,427,2736,,18,0,3181
Aug-00,Tennessee,3,,7836,11326,,284,0,19449
Aug-00,Texas,8164,,14220,36746,,845,19,59994
Aug-00,Utah,0,,1470,3580,,61,0,5111
Aug-00,Vermont,0,,436,1102,,6,0,1544
Aug-00,Virgin Islands,0,,0,0,,0,0,0
Aug-00,Virginia,0,,5296,8535,,139,0,13970
Aug-00,Washington,2007,,2651,6420,,166,4,11248
Aug-00,West Virginia,0,,2668,6233,,159,0,9060
Aug-00,Wisconsin,0,,3186,10819,,4,0,14009
Aug-00,Wyoming,234,,726,1757,,48,0,2765
Jul-00,Alabama,2,,5508,6730,,211,0,12451
Jul-00,Alaska,0,,1057,2121,,81,0,3259
Jul-00,Arizona,542,,4915,4399,,231,470,10557
Jul-00,Arkansas,542,,2986,5554,,184,0,9266
Jul-00,California,15461,,22150,22700,,0,0,60311
Jul-00,Colorado,0,,8018,10667,,603,2,19290
Jul-00,Connecticut,6168,,0,0,,0,4,6172
Jul-00,Delaware,0,,355,548,,9,0,912
Jul-00,District of Columbia,0,,1,0,,0,0,1
Jul-00,Florida,0,,9286,7175,,357,1085,17903
Jul-00,Georgia,2809,,5855,6422,,199,5809,21094
Jul-00,Guam,0,,14,15,,1,0,30
Jul-00,Hawaii,574,,0,0,,0,0,574
Jul-00,Idaho,0,,1534,2753,,89,813,5189
Jul-00,Illinois,18298,,4157,5051,,121,0,27627
Jul-00,Indiana,6776,,1426,3076,,5,0,11283
Jul-00,Iowa,2145,,25,1688,,1,16,3875
Jul-00,Kansas,0,,1851,3200,,102,0,5153
Jul-00,Kentucky,0,,5823,7245,,286,0,13354
Jul-00,Louisiana,0,,4310,5716,,161,0,10187
Jul-00,Maine,0,,829,1814,,43,0,2686
Jul-00,Mariana Islands,0,,0,0,,0,0,0
Jul-00,Maryland,2491,,137,2766,,9,0,5403
Jul-00,Massachusetts,3451,,877,602,,20,183,5133
Jul-00,Michigan,9740,,70,9656,,5,0,19471
Jul-00,Minnesota,2007,,2168,6569,,95,0,10839
Jul-00,Mississippi,0,,4092,5044,,135,0,9271
Jul-00,Missouri,0,,2390,8117,,105,0,10612
Jul-00,Montana,0,,1332,3228,,86,0,4646
Jul-00,Nebraska,850,,20,1457,,2,0,2329
Jul-00,Nevada,0,,1842,1648,,95,0,3585
Jul-00,New Hampshire,55,,1116,1597,,7,0,2775
Jul-00,New Jersey,0,,1195,1327,,49,3,2574
Jul-00,New Mexico,0,,2048,3229,,124,0,5401
Jul-00,New York,4360,,637,5026,,11,33,10067
Jul-00,North Carolina,6709,,1246,8984,,75,0,17014
Jul-00,North Dakota,186,,326,1377,,15,0,1904
Jul-00,Ohio,0,,5923,8588,,367,0,14878
Jul-00,Oklahoma,0,,3613,5620,,234,0,9467
Jul-00,Oregon,0,,3136,4864,,159,0,8159
Jul-00,Pennsylvania,239,,0,30329,,603,0,31171
Jul-00,Puerto Rico,0,,283,86,,5,0,374
Jul-00,Rhode Island,0,,282,239,,74,0,595
Jul-00,South Carolina,493,,3201,3742,,78,0,7514
Jul-00,South Dakota,0,,375,1703,,16,0,2094
Jul-00,Tennessee,0,,8199,7695,,327,0,16221
Jul-00,Texas,8928,,14041,21850,,699,0,45518
Jul-00,Utah,0,,1382,2512,,59,0,3953
Jul-00,Vermont,0,,417,774,,15,0,1206
Jul-00,Virgin Islands,0,,0,0,,0,0,0
Jul-00,Virginia,0,,5268,6498,,120,0,11886
Jul-00,Washington,1392,,2594,5035,,129,6,9156
Jul-00,West Virginia,0,,2638,4957,,148,0,7743
Jul-00,Wisconsin,0,,2565,6924,,9,0,9498
Jul-00,Wyoming,290,,656,1262,,59,0,2267
Jun-00,Alabama,0,,6144,6568,,232,0,12944
Jun-00,Alaska,0,,990,1907,,62,0,2959
Jun-00,Arizona,648,,5117,4170,,214,606,10755
Jun-00,Arkansas,578,,3448,5543,,189,0,9758
Jun-00,California,20464,,22813,21337,,0,0,64614
Jun-00,Colorado,0,,8931,10977,,702,22,20632
Jun-00,Connecticut,6778,,0,0,,0,1,6779
Jun-00,Delaware,0,,384,489,,7,0,880
Jun-00,District of Columbia,0,,0,0,,0,0,0
Jun-00,Florida,0,,10041,7298,,345,1191,18875
Jun-00,Georgia,3133,,6209,5787,,192,5651,20972
Jun-00,Guam,0,,11,11,,0,0,22
Jun-00,Hawaii,489,,0,0,,0,0,489
Jun-00,Idaho,0,,1593,2725,,82,950,5350
Jun-00,Illinois,19717,,4241,4631,,133,0,28722
Jun-00,Indiana,8427,,1524,3051,,3,0,13005
Jun-00,Iowa,2322,,29,1633,,4,15,4003
Jun-00,Kansas,0,,2057,3009,,139,0,5205
Jun-00,Kentucky,0,,6376,7163,,340,0,13879
Jun-00,Louisiana,0,,4562,4891,,200,0,9653
Jun-00,Maine,0,,843,1519,,44,0,2406
Jun-00,Mariana Islands,0,,0,0,,0,0,0
Jun-00,Maryland,2719,,141,2495,,9,0,5364
Jun-00,Massachusetts,3349,,1057,590,,16,299,5311
Jun-00,Michigan,9267,,80,8801,,2,0,18150
Jun-00,Minnesota,2376,,2368,5976,,88,0,10808
Jun-00,Mississippi,0,,4334,4721,,165,0,9220
Jun-00,Missouri,1,,2881,8094,,109,0,11085
Jun-00,Montana,1,,1554,3681,,90,2,5328
Jun-00,Nebraska,846,,24,1265,,2,0,2137
Jun-00,Nevada,0,,1796,1702,,113,0,3611
Jun-00,New Hampshire,45,,1194,1447,,11,0,2697
Jun-00,New Jersey,0,,1414,1464,,46,10,2934
Jun-00,New Mexico,0,,2389,3538,,113,0,6040
Jun-00,New York,4105,,707,4674,,8,33,9527
Jun-00,North Carolina,7693,,1400,8650,,96,0,17839
Jun-00,North Dakota,244,,327,1385,,17,0,1973
Jun-00,Ohio,0,,6704,8657,,369,0,15730
Jun-00,Oklahoma,0,,4044,6054,,273,0,10371
Jun-00,Oregon,0,,3781,5410,,184,0,9375
Jun-00,Pennsylvania,324,,7,30338,,773,0,31442
